energy_eV,dos,integrated_dos
-11.959,0.4613E-01,0.4003E+01
-11.939,0.6267E-01,0.4004E+01
-11.919,0.8422E-01,0.4006E+01
-11.899,0.1120E+00,0.4008E+01
-11.879,0.1472E+00,0.4011E+01
-11.859,0.1916E+00,0.4015E+01
-11.839,0.2466E+00,0.4020E+01
-11.819,0.3139E+00,0.4026E+01
-11.799,0.3954E+00,0.4034E+01
-11.779,0.4927E+00,0.4044E+01
-11.759,0.6073E+00,0.4056E+01
-11.739,0.7405E+00,0.4071E+01
-11.719,0.8933E+00,0.4089E+01
-11.699,0.1066E+01,0.4110E+01
-11.679,0.1258E+01,0.4135E+01
-11.659,0.1470E+01,0.4165E+01
-11.639,0.1698E+01,0.4199E+01
-11.619,0.1940E+01,0.4238E+01
-11.599,0.2193E+01,0.4281E+01
-11.579,0.2453E+01,0.4331E+01
-11.559,0.2714E+01,0.4385E+01
-11.539,0.2971E+01,0.4444E+01
-11.519,0.3216E+01,0.4509E+01
-11.499,0.3445E+01,0.4577E+01
-11.479,0.3650E+01,0.4650E+01
-11.459,0.3826E+01,0.4727E+01
-11.439,0.3968E+01,0.4806E+01
-11.419,0.4070E+01,0.4888E+01
-11.399,0.4130E+01,0.4970E+01
-11.379,0.4146E+01,0.5053E+01
-11.359,0.4118E+01,0.5136E+01
-11.339,0.4045E+01,0.5217E+01
-11.319,0.3931E+01,0.5295E+01
-11.299,0.3780E+01,0.5371E+01
-11.279,0.3595E+01,0.5443E+01
-11.259,0.3382E+01,0.5510E+01
-11.239,0.3148E+01,0.5573E+01
-11.219,0.2898E+01,0.5631E+01
-11.199,0.2640E+01,0.5684E+01
-11.179,0.2379E+01,0.5732E+01
-11.159,0.2120E+01,0.5774E+01
-11.139,0.1870E+01,0.5811E+01
-11.119,0.1631E+01,0.5844E+01
-11.099,0.1408E+01,0.5872E+01
-11.079,0.1202E+01,0.5896E+01
-11.059,0.1015E+01,0.5916E+01
-11.039,0.8478E+00,0.5933E+01
-11.019,0.7007E+00,0.5947E+01
-10.999,0.5729E+00,0.5959E+01
-10.979,0.4634E+00,0.5968E+01
-10.959,0.3709E+00,0.5976E+01
-10.939,0.2937E+00,0.5981E+01
-10.919,0.2302E+00,0.5986E+01
-10.899,0.1787E+00,0.5990E+01
-10.879,0.1376E+00,0.5992E+01
-10.859,0.1052E+00,0.5995E+01
-10.839,0.8026E-01,0.5996E+01
-10.819,0.6158E-01,0.5997E+01
-10.799,0.4817E-01,0.5998E+01
-10.779,0.3929E-01,0.5999E+01
-10.759,0.3441E-01,0.6000E+01
-10.739,0.3322E-01,0.6000E+01
-10.719,0.3566E-01,0.6001E+01
-10.699,0.4187E-01,0.6002E+01
-10.679,0.5223E-01,0.6003E+01
-10.659,0.6735E-01,0.6004E+01
-10.639,0.8806E-01,0.6006E+01
-10.619,0.1154E+00,0.6008E+01
-10.599,0.1506E+00,0.6011E+01
-10.579,0.1952E+00,0.6015E+01
-10.559,0.2506E+00,0.6020E+01
